x_0,y_0,vel_0,accel_0,orientation_0,dist_qb_0,receiver_type_0_WR,defensor_x_0_0,defensor_y_0_0,defensor_vel_0_0,defensor_accel_0_0,defensor_orientation_0_0,defensor_x_0_1,defensor_y_0_1,defensor_vel_0_1,defensor_accel_0_1,defensor_orientation_0_1,x_1,y_1,vel_1,accel_1,orientation_1,dist_qb_1,receiver_type_1_WR,defensor_x_1_0,defensor_y_1_0,defensor_vel_1_0,defensor_accel_1_0,defensor_orientation_1_0,defensor_x_1_1,defensor_y_1_1,defensor_vel_1_1,defensor_accel_1_1,defensor_orientation_1_1,x_2,y_2,vel_2,accel_2,orientation_2,dist_qb_2,receiver_type_2_TE,receiver_type_2_WR,defensor_x_2_0,defensor_y_2_0,defensor_vel_2_0,defensor_accel_2_0,defensor_orientation_2_0,defensor_x_2_1,defensor_y_2_1,defensor_vel_2_1,defensor_accel_2_1,defensor_orientation_2_1,x_3,y_3,vel_3,accel_3,orientation_3,dist_qb_3,receiver_type_3_TE,receiver_type_3_WR,defensor_x_3_0,defensor_y_3_0,defensor_vel_3_0,defensor_accel_3_0,defensor_orientation_3_0,defensor_x_3_1,defensor_y_3_1,defensor_vel_3_1,defensor_accel_3_1,defensor_orientation_3_1,qb_x,qb_y,qb_orientation,qb_speed,qb_direction,qb_accel,amount_of_players_causing_pressure_on_qb,result
85.72,8.25,0.0,0.0,297.97,21.84023809394028,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.25,18.18,0.0,0.0,273.32,12.105676354504116,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.26,34.34,0.12,0.28,222.22,6.127846277445286,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.27,43.63,0.12,0.47,261.99,14.535752474502317,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.18,29.63,263.77,0.0,302.06,0.0,0.0,1
85.72,8.25,0.0,0.0,298.55,21.84023809394028,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.25,18.19,0.0,0.0,274.25,12.09621841734019,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.27,34.32,0.07,0.3,218.21,6.106078938238523,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.27,43.64,0.1,0.3,264.25,14.545384147556918,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.18,29.63,263.77,0.0,304.91,0.0,0.0,1
85.72,8.26,0.0,0.0,299.23,21.830448918883917,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.25,18.19,0.0,0.0,274.25,12.09621841734019,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.27,34.32,0.05,0.23,218.21,6.106078938238523,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.27,43.65,0.08,0.2,264.25,14.555016317407551,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.18,29.63,263.77,0.0,298.47,0.0,0.0,1
85.72,8.26,0.0,0.0,297.32,21.830448918883917,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.25,18.19,0.0,0.0,274.25,12.09621841734019,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.26,34.3,0.06,0.18,218.21,6.0971550742948954,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.27,43.66,0.06,0.17,264.25,14.56464898306856,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.18,29.63,264.58,0.0,286.29,0.0,0.0,1
85.71,8.26,0.0,0.0,296.37,21.83249413145461,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.25,18.19,0.0,0.0,274.85,12.09621841734019,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.25,34.3,0.07,0.13,212.32,6.103589108057655,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.27,43.66,0.03,0.16,263.1,14.56464898306856,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.18,29.63,264.58,0.0,218.99,0.0,0.0,1
85.71,8.26,0.0,0.0,295.22,21.822706065014028,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.25,18.19,0.0,0.0,274.85,12.086761352819044,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.25,34.29,0.07,0.09,212.32,6.103589108057655,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.27,43.66,0.03,0.1,263.1,14.574282143556848,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.18,29.62,264.58,0.0,187.26,0.0,0.0,1
85.71,8.26,0.0,0.0,296.03,21.822706065014028,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.25,18.19,0.0,0.0,274.85,12.086761352819044,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.22,34.34,0.05,0.07,213.39,6.161168720299752,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.27,43.66,0.01,0.09,264.04,14.574282143556848,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.18,29.62,264.58,0.0,182.95,0.0,0.0,1
85.71,8.26,0.0,0.0,295.05,21.822706065014028,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.26,18.19,0.0,0.0,274.85,12.083513561874295,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.22,34.36,0.05,0.06,218.23,6.176503865456578,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.27,43.67,0.02,0.06,263.22,14.583915797891873,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.18,29.62,264.58,0.0,196.34,0.0,0.0,1
85.7,8.26,0.0,0.0,295.05,21.824756585125986,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.26,18.19,0.0,0.0,275.52,12.083513561874295,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.2,34.38,0.07,0.07,218.88,6.204675656309526,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.27,43.67,0.03,0.05,263.22,14.583915797891873,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.18,29.62,264.58,0.0,241.06,0.1,0.0,1
85.7,8.26,0.0,0.0,295.05,21.824756585125986,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.26,18.19,0.0,0.0,275.52,12.083513561874295,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.17,34.31,0.08,0.06,218.88,6.170591543766291,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.27,43.67,0.02,0.04,263.22,14.583915797891873,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.18,29.62,264.58,0.03,262.97,0.35,0.0,1
85.7,8.26,0.0,0.0,295.05,21.832494131454606,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.26,18.19,0.0,0.0,275.52,12.089735315547646,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.18,34.3,0.07,0.05,221.1,6.142393670223355,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.27,43.67,0.0,0.03,263.22,14.57160251997014,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.17,29.63,264.58,0.09,284.41,0.51,0.0,1
85.7,8.26,0.0,0.0,295.05,21.830448918883913,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.26,18.19,0.0,0.0,275.52,12.086504871136233,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.17,34.3,0.07,0.05,218.44,6.142393670223355,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.27,43.66,0.01,0.02,261.71,14.559292565231317,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.16,29.63,264.58,0.14,286.63,0.54,0.0,1
85.7,8.26,0.0,0.0,295.05,21.828408095873595,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.26,18.19,0.0,0.0,276.4,12.083281838970734,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.18,34.28,0.06,0.05,214.44,6.114196594811129,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.27,43.66,0.02,0.01,260.07,14.556623921775268,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.15,29.63,265.29,0.18,291.31,0.47,0.0,1
85.69,8.26,0.0,0.0,293.79,21.83616266654927,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.26,18.19,0.0,0.0,276.4,12.086331122387799,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.2,34.28,0.05,0.04,206.23,6.080666081935428,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.27,43.66,0.02,0.0,260.07,14.541664278891872,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.13,29.64,265.29,0.19,285.34,0.27,0.0,1
85.7,8.26,0.0,0.0,293.79,21.822311976506978,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.26,18.19,0.0,0.0,276.4,12.073657275241828,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.22,34.27,0.04,0.03,206.23,6.06131998825339,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.28,43.65,0.03,0.01,260.07,14.536368184660157,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.12,29.63,266.1,0.19,279.66,0.11,0.0,1
85.69,8.26,0.0,0.0,293.79,21.82028872402929,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.26,18.19,0.0,0.0,276.4,12.06727806922505,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.23,34.26,0.04,0.03,203.47,6.034384807086793,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.28,43.65,0.02,0.01,260.07,14.53109768737379,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.1,29.63,266.1,0.18,275.28,0.04,0.0,1
85.69,8.26,0.0,0.0,292.2,21.82028872402929,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.26,18.19,0.0,0.0,276.4,12.06727806922505,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.23,34.25,0.04,0.03,203.47,6.02671552340078,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.28,43.66,0.01,0.01,259.41,14.54074619818391,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.1,29.63,266.1,0.13,272.3,0.05,0.0,1
85.69,8.26,0.0,0.0,292.2,21.818269867246578,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.26,18.19,0.0,0.0,276.4,12.064099634867077,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.27,34.28,0.03,0.03,197.11,6.017881687105528,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.29,43.65,0.02,0.01,259.41,14.52585281489524,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.09,29.63,267.1,0.11,267.2,0.07,0.0,1
85.69,8.26,0.0,0.0,292.2,21.818269867246578,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.26,18.19,0.0,0.0,277.09,12.064099634867077,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.27,34.28,0.03,0.02,196.16,6.017881687105528,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.28,43.66,0.01,0.01,259.41,14.538122299664423,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.09,29.63,267.99,0.09,271.78,0.07,0.0,1
85.69,8.26,0.0,0.0,291.34,21.818269867246578,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.26,18.19,0.0,0.0,277.09,12.064099634867077,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.27,34.31,0.02,0.02,198.99,6.041092616406414,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.27,43.66,0.0,0.0,259.41,14.540746198183914,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.09,29.63,267.99,0.06,275.61,0.07,0.0,1
85.68,8.25,0.0,0.0,290.6,21.839876373276475,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.26,18.2,0.0,0.0,277.09,12.06409963486708,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.25,34.36,0.01,0.01,204.48,6.084734998338055,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.26,43.65,0.01,0.01,259.41,14.524083447846198,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.09,29.64,268.72,0.05,291.5,0.06,0.0,1
85.68,8.25,0.0,0.0,290.6,21.839876373276475,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.26,18.2,0.0,0.0,277.97,12.06409963486708,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.2,34.37,0.01,0.01,210.66,6.124132591641038,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.24,43.65,0.02,0.02,260.23,14.52937025476328,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.09,29.64,268.72,0.03,287.21,0.05,0.0,1
85.68,8.25,0.0,0.0,289.58,21.834131537572084,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.26,18.2,0.0,0.0,277.97,12.060986692638375,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.14,34.39,0.02,0.03,217.37,6.198265886520198,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.23,43.65,0.05,0.59,260.23,14.546985942111855,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.11,29.63,269.69,0.0,66.83,0.03,0.0,1
85.67,8.25,0.01,0.25,287.76,21.83819818574783,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.26,18.2,0.0,0.0,277.97,12.064182525144421,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.13,34.4,0.06,0.6,218.83,6.218761934661921,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.2,43.64,0.23,1.62,269.14,14.548075474096224,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.12,29.63,269.69,0.03,93.46,0.01,0.0,1
85.66,8.25,0.15,1.73,290.43,21.846384140172944,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.25,18.2,0.02,0.51,279.58,12.077040200313984,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.07,34.41,0.3,2.31,232.73,6.2844888415844995,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.15,43.64,0.66,3.26,263.03,14.569835277037281,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.15,29.63,273.82,0.07,98.91,0.37,0.0,1
85.63,8.24,0.49,3.09,287.41,21.86857562805589,1,78.72,11.53,1.54,1.13,39.55,78.87,11.83,1.77,1.11,48.43,86.24,18.21,0.16,1.62,280.67,12.080562900792332,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.01,34.42,0.76,3.99,238.92,6.350826717837611,1,0,86.3,35.56,4.82,3.7,136.3,85.85,35.67,4.35,4.35,129.81,86.05,43.63,1.16,4.4,264.16,14.596468751037019,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.18,29.63,277.45,0.18,93.76,0.97,0.0,1
85.54,8.24,0.99,3.85,284.53,21.884087826546484,1,78.72,11.53,1.54,1.13,39.55,78.87,11.83,1.77,1.11,48.43,86.2,18.22,0.49,3.33,280.67,12.084705209478631,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,85.91,34.43,1.24,4.59,240.93,6.451829197987185,1,0,86.3,35.56,4.82,3.7,136.3,85.85,35.67,4.35,4.35,129.81,85.89,43.62,1.81,5.04,261.65,14.651361711458762,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.21,29.62,285.34,0.37,93.66,1.43,0.0,1
85.39,8.23,1.61,4.48,277.5,21.937388176353174,1,78.72,11.53,1.54,1.13,39.55,78.79,11.68,1.65,1.13,44.24,86.12,18.25,1.0,4.04,276.53,12.100268592060262,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,85.76,34.44,1.8,4.64,247.3,6.5941185915935705,1,0,85.85,35.67,4.35,4.35,129.81,86.3,35.56,4.82,3.7,136.3,85.67,43.61,2.46,5.06,262.68,14.723729147196371,0,1,79.25,40.84,1.14,0.55,149.15,79.2,40.94,1.18,0.49,147.74,90.26,29.62,287.36,0.6,94.18,1.8,0.0,1
85.2,8.23,2.12,4.43,269.37,21.998902245339426,1,78.72,11.53,1.54,1.13,39.55,78.65,11.4,1.45,1.03,34.71,85.96,18.29,1.71,4.93,275.94,12.147151929567693,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,85.52,34.45,2.57,5.19,249.65,6.823584102214912,1,0,85.85,35.67,4.35,4.35,129.81,85.45,35.77,3.84,5.16,123.42,85.38,43.61,3.1,4.95,262.68,14.843237517469024,0,1,79.25,40.84,1.14,0.55,149.15,79.2,40.94,1.18,0.49,147.74,90.34,29.62,293.03,0.84,94.11,1.87,0.0,1
84.92,8.21,2.8,4.65,269.37,22.097965969744816,1,78.72,11.53,1.54,1.13,39.55,78.65,11.4,1.45,1.03,34.71,85.74,18.37,2.36,4.97,278.38,12.179232323919274,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,85.23,34.47,3.19,5.75,252.79,7.117555760231178,1,0,85.45,35.77,3.84,5.16,123.42,85.85,35.67,4.35,4.35,129.81,85.04,43.62,3.58,4.46,260.85,15.011069249057508,0,1,78.65,44.14,0.98,0.89,140.51,78.64,44.04,1.08,0.81,139.24,90.43,29.61,301.99,1.03,93.57,1.72,0.0,1
84.59,8.19,3.38,4.77,262.16,22.22139959588505,1,78.53,11.16,1.26,0.88,27.09,78.59,11.28,1.35,0.95,30.08,85.45,18.46,3.08,4.96,281.45,12.24776306106548,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,84.89,34.49,3.76,5.09,255.61,7.4722553489559,1,0,85.1,35.86,3.24,5.44,120.9,85.45,35.77,3.84,5.16,123.42,84.66,43.6,4.02,3.62,263.19,15.184676486511002,0,1,78.65,44.14,0.98,0.89,140.51,78.64,44.04,1.08,0.81,139.24,90.54,29.6,308.46,1.13,92.67,1.28,0.0,1
84.21,8.17,3.97,4.45,255.73,22.37674015579571,1,78.53,11.16,1.26,0.88,27.09,78.59,11.28,1.35,0.95,30.08,85.07,18.55,3.81,4.98,284.45,12.378970070244138,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,84.48,34.51,4.29,4.27,262.04,7.885239374933394,1,0,83.32,34.86,1.24,0.44,57.71,83.35,34.97,1.19,0.63,58.76,84.25,43.58,4.29,2.63,261.09,15.375317882892698,0,1,78.65,44.14,0.98,0.89,140.51,78.64,44.04,1.08,0.81,139.24,90.65,29.6,319.35,1.2,90.47,0.83,0.0,1
83.78,8.14,4.46,3.94,255.73,22.576122341978923,1,78.53,11.16,1.26,0.88,27.09,78.59,11.28,1.35,0.95,30.08,84.67,18.65,4.37,4.89,285.36,12.538329234790417,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,84.03,34.53,4.73,3.54,265.3,8.33662401695075,1,0,83.28,34.74,1.28,0.26,56.12,83.32,34.86,1.24,0.44,57.71,83.83,43.53,4.36,1.78,259.95,15.549639867212363,0,1,78.64,44.04,1.08,0.81,139.24,78.65,44.14,0.98,0.89,140.51,90.76,29.61,327.73,1.17,87.76,0.37,0.0,1
83.3,8.11,4.98,3.59,257.09,22.799861841686674,1,77.85,9.56,0.36,0.73,45.98,77.86,9.6,0.44,0.64,41.57,84.2,18.77,4.93,4.59,290.15,12.730989749426396,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,83.54,34.54,5.1,2.92,267.03,8.819795916006214,1,0,83.24,34.61,1.25,0.38,56.12,83.28,34.74,1.28,0.26,56.12,83.4,43.45,4.36,1.89,252.39,15.71370421001999,0,1,78.64,44.04,1.08,0.81,139.24,78.65,44.14,0.98,0.89,140.51,90.86,29.62,335.94,1.04,84.26,0.59,0.0,1
82.78,8.07,5.39,3.23,253.98,23.056072952695132,1,77.85,9.56,0.36,0.73,45.98,77.86,9.6,0.44,0.64,41.57,83.68,18.88,5.48,4.18,288.73,12.977495906375774,1,81.91,19.52,1.4,0.23,55.48,81.86,19.39,1.43,0.19,55.48,83.02,34.54,5.35,2.08,269.67,9.327003806153405,1,0,83.2,34.49,1.3,0.25,57.08,83.15,34.37,1.31,0.16,59.03,82.99,43.35,4.27,2.64,240.92,15.861904047118687,0,1,78.64,44.04,1.08,0.81,139.24,78.62,43.93,1.21,0.57,137.88,90.95,29.63,344.26,0.92,79.69,0.97,0.0,1
82.21,8.03,5.77,2.66,255.39,23.349877944006476,1,77.85,9.56,0.36,0.73,45.98,77.86,9.6,0.44,0.64,41.57,83.12,18.99,5.92,3.7,288.02,13.274174173936395,1,81.91,19.52,1.4,0.23,55.48,81.86,19.39,1.43,0.19,55.48,82.46,34.53,5.61,1.73,269.67,9.86201297910321,1,0,83.11,34.25,1.36,0.37,59.03,83.15,34.37,1.31,0.16,59.03,82.59,43.2,4.2,3.8,222.23,15.963586689713564,0,1,78.59,43.68,1.33,0.49,130.96,78.57,43.54,1.37,0.41,129.14,91.03,29.65,351.68,0.72,71.9,1.46,0.0,1
81.61,7.99,6.13,2.22,256.92,23.663214067408504,1,77.85,9.56,0.36,0.73,45.98,77.86,9.6,0.44,0.64,41.57,82.52,19.09,6.24,3.06,284.34,13.610679630349102,1,81.86,19.39,1.43,0.19,55.48,81.81,19.26,1.43,0.56,55.48,81.89,34.5,5.78,1.39,268.95,10.36845215063463,1,0,81.03,34.2,1.87,0.3,323.75,80.97,34.38,1.88,0.2,327.81,82.22,43.01,4.13,3.94,201.39,16.00035624603402,0,1,79.04,41.27,1.27,0.22,142.01,78.98,41.38,1.27,0.12,142.67,91.07,29.68,358.85,0.5,58.17,1.81,0.0,1
80.98,7.94,6.38,1.61,254.31,24.00302064324405,1,77.85,9.56,0.36,0.73,45.98,77.83,9.53,0.32,0.72,48.72,81.89,19.17,6.46,2.49,278.8,13.990411001825501,1,81.81,19.26,1.43,0.56,55.48,81.76,19.13,1.35,0.82,56.97,81.31,34.45,5.92,1.54,264.07,10.868118512419711,1,0,80.97,34.38,1.88,0.2,327.81,81.03,34.2,1.87,0.3,323.75,81.92,42.73,4.14,5.25,177.45,15.925115384197376,0,1,79.1,41.16,1.23,0.24,144.19,79.04,41.27,1.27,0.22,142.01,91.09,29.71,3.64,0.33,18.52,2.22,0.0,1
80.3,7.89,6.73,1.46,261.48,24.364541859021276,1,77.83,9.53,0.32,0.72,48.72,77.85,9.56,0.36,0.73,45.98,81.24,19.23,6.59,2.14,274.57,14.397419907747361,1,81.16,18.76,0.58,0.75,86.18,81.11,18.77,0.61,0.64,84.63,80.71,34.35,6.01,1.94,260.88,11.348524133119694,1,0,80.97,34.38,1.88,0.2,327.81,80.92,34.56,1.86,0.33,333.91,81.65,42.41,4.26,5.36,161.91,15.79410649577873,0,1,79.1,41.16,1.23,0.24,144.19,79.15,41.05,1.2,0.32,146.15,91.08,29.74,2.28,0.39,331.54,2.29,0.0,1
79.6,7.82,7.02,1.5,265.47,24.770409766493575,1,77.43,8.95,0.12,0.73,89.77,77.42,8.94,0.2,0.87,84.34,80.58,19.26,6.63,2.05,267.6,14.849269342294257,1,80.23,19.15,2.74,0.41,189.3,80.24,19.42,2.64,0.43,182.07,80.12,34.23,6.09,2.26,256.27,11.810423362437094,1,0,79.33,34.0,1.37,0.34,47.11,79.38,33.87,1.4,0.39,42.42,81.41,42.03,4.45,5.1,152.7,15.594390016925962,0,1,79.15,41.05,1.2,0.32,146.15,79.2,40.94,1.18,0.49,147.74,91.06,29.78,354.83,0.57,318.8,2.03,0.0,1
78.89,7.75,7.2,1.28,268.73,25.18771128943636,1,77.33,8.77,0.09,0.32,41.09,77.33,8.78,0.15,0.31,41.09,79.93,19.26,6.56,2.16,258.82,15.31310876340921,1,80.23,19.15,2.74,0.41,189.3,80.24,19.42,2.64,0.43,182.07,79.53,34.06,6.09,3.07,245.74,12.23451265886795,1,0,79.33,34.0,1.37,0.34,47.11,79.38,33.87,1.4,0.39,42.42,81.23,41.6,4.77,5.04,143.08,15.302983369264965,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,91.01,29.83,348.55,0.72,312.65,1.67,0.0,1
78.17,7.67,7.34,0.83,268.03,25.62576828116574,1,77.33,8.77,0.09,0.32,41.09,77.33,8.78,0.15,0.31,41.09,79.29,19.22,6.36,2.83,247.93,15.806482847237076,1,79.41,19.33,2.46,0.85,5.15,79.43,19.09,2.4,0.86,7.64,78.97,33.83,6.08,3.68,232.41,12.636518507880245,1,0,78.91,33.78,0.46,1.67,101.28,78.86,33.78,0.61,1.87,102.76,81.07,41.14,5.06,4.78,144.14,15.000763313911733,0,1,79.33,40.63,1.08,0.51,151.39,79.36,40.52,1.1,0.5,148.67,90.97,29.87,337.75,0.74,308.07,1.06,0.0,1
