qb_orientation,result_0.0,result_1.0,result_2.0,result_3.0,result_4.0
0.16,0,1,0,0,0
306.4,0,0,1,0,0
334.07,0,0,0,1,0
224.92,0,1,0,0,0
334.67,0,0,1,0,0
107.07,0,1,0,0,0
102.89,1,0,0,0,0
26.21,0,0,1,0,0
100.01,0,0,1,0,0
181.32,1,0,0,0,0
51.56,0,0,0,0,1
83.71,0,1,0,0,0
84.75,0,1,0,0,0
7.44,0,0,0,0,1
166.84,0,1,0,0,0
250.22,1,0,0,0,0
235.42,0,1,0,0,0
80.42,0,0,1,0,0
185.33,0,0,1,0,0
331.93,0,0,0,1,0
331.66,0,0,0,1,0
300.13,0,0,1,0,0
241.85,0,0,1,0,0
153.2,1,0,0,0,0
330.87,0,0,0,1,0
143.17,1,0,0,0,0
195.73,0,0,0,0,0
142.59,1,0,0,0,0
177.56,1,0,0,0,0
159.78,1,0,0,0,0
76.12,0,0,0,0,1
243.91,1,0,0,0,0
156.02,0,1,0,0,0
147.33,1,0,0,0,0
226.33,1,0,0,0,0
53.82,0,0,1,0,0
329.64,0,0,1,0,0
139.08,0,0,1,0,0
324.29,0,0,1,0,0
219.84,1,0,0,0,0
313.86,0,0,1,0,0
92.14,0,0,1,0,0
123.75,0,1,0,0,0
173.71,0,1,0,0,0
242.46,0,0,1,0,0
189.09,0,1,0,0,0
345.7,0,0,1,0,0
268.67,0,0,0,0,0
325.87,0,0,1,0,0
131.1,0,1,0,0,0
97.62,0,0,0,1,0
10.67,0,0,0,1,0
290.71,0,0,0,1,0
111.84,0,1,0,0,0
89.37,0,0,1,0,0
355.02,0,0,1,0,0
346.46,0,0,1,0,0
296.37,1,0,0,0,0
103.09,0,0,0,1,0
126.37,0,1,0,0,0
134.54,0,0,1,0,0
73.86,0,0,0,1,0
114.54,0,0,1,0,0
40.47,0,0,0,0,0
55.45,0,0,0,1,0
159.46,1,0,0,0,0
84.3,0,0,0,1,0
161.29,0,1,0,0,0
204.52,1,0,0,0,0
213.58,1,0,0,0,0
263.14,0,1,0,0,0
275.09,1,0,0,0,0
189.05,0,1,0,0,0
307.16,0,0,0,1,0
314.31,0,0,0,1,0
15.72,0,0,0,0,1
252.49,1,0,0,0,0
76.81,0,0,0,0,1
150.62,0,0,1,0,0
270.7,1,0,0,0,0
148.44,0,1,0,0,0
308.71,0,0,0,0,1
283.18,0,1,0,0,0
91.89,1,0,0,0,0
329.27,0,0,0,0,1
259.38,1,0,0,0,0
244.07,0,1,0,0,0
89.68,0,0,0,0,1
131.17,0,0,0,1,0
164.17,1,0,0,0,0
79.67,0,0,0,0,1
228.18,1,0,0,0,0
242.97,0,1,0,0,0
312.66,0,0,0,1,0
194.81,1,0,0,0,0
260.99,0,1,0,0,0
296.37,0,0,1,0,0
242.42,0,0,1,0,0
115.8,0,0,0,0,1
123.39,0,0,1,0,0
56.1,0,0,0,1,0
153.62,1,0,0,0,0
115.22,0,1,0,0,0
88.02,0,0,0,1,0
351.98,0,0,0,1,0
167.81,1,0,0,0,0
285.04,0,0,1,0,0
133.55,0,0,1,0,0
43.3,0,0,0,0,1
187.97,1,0,0,0,0
109.33,0,0,1,0,0
285.74,0,0,0,1,0
74.88,0,0,1,0,0
74.78,0,0,0,0,1
133.69,0,0,1,0,0
335.86,0,0,0,0,1
345.0,0,0,0,0,0
294.91,0,0,1,0,0
267.84,0,1,0,0,0
359.3,0,0,0,1,0
352.72,0,0,0,1,0
329.39,0,0,0,1,0
118.95,1,0,0,0,0
52.49,0,0,0,0,1
75.17,0,0,0,0,1
133.03,0,0,1,0,0
84.43,0,1,0,0,0
332.88,0,0,1,0,0
215.9,0,1,0,0,0
321.06,0,0,1,0,0
141.32,0,0,1,0,0
118.16,0,1,0,0,0
88.85,0,1,0,0,0
30.92,0,0,0,0,1
72.9,0,0,1,0,0
20.83,0,0,0,0,0
298.53,0,1,0,0,0
237.2,1,0,0,0,0
289.57,0,0,1,0,0
138.88,1,0,0,0,0
133.36,1,0,0,0,0
275.88,0,0,0,1,0
294.45,0,0,0,1,0
270.87,0,0,1,0,0
129.3,1,0,0,0,0
70.75,0,0,0,1,0
329.28,0,0,1,0,0
130.86,0,0,1,0,0
80.4,0,0,1,0,0
148.54,0,0,0,0,0
154.08,0,0,1,0,0
261.03,0,0,1,0,0
327.29,0,0,0,0,0
230.58,0,0,1,0,0
218.71,1,0,0,0,0
138.99,0,1,0,0,0
70.2,0,0,0,0,1
134.67,1,0,0,0,0
298.34,0,0,0,1,0
326.22,0,0,0,1,0
77.36,1,0,0,0,0
42.82,0,0,0,0,1
269.95,0,1,0,0,0
6.9,0,0,0,1,0
323.31,0,0,0,1,0
230.82,1,0,0,0,0
324.17,0,0,1,0,0
45.97,0,0,0,1,0
229.94,0,0,1,0,0
191.55,1,0,0,0,0
93.29,1,0,0,0,0
156.77,1,0,0,0,0
72.93,0,0,1,0,0
79.06,0,0,1,0,0
160.03,1,0,0,0,0
52.03,0,0,0,1,0
64.06,0,0,0,1,0
276.73,0,0,0,1,0
317.55,0,0,0,1,0
51.2,0,1,0,0,0
302.45,0,0,1,0,0
336.0,0,0,0,0,1
3.13,0,1,0,0,0
308.78,0,0,0,0,0
326.97,0,0,0,0,0
268.4,0,0,0,0,0
150.16,1,0,0,0,0
287.41,0,0,1,0,0
307.79,0,0,0,1,0
257.48,0,1,0,0,0
326.82,0,0,0,0,1
249.65,0,1,0,0,0
217.3,1,0,0,0,0
328.03,0,0,0,1,0
316.04,0,0,1,0,0
77.21,0,1,0,0,0
42.36,0,0,0,1,0
128.6,0,1,0,0,0
38.92,0,0,0,0,1
103.44,0,1,0,0,0
105.16,1,0,0,0,0
290.06,1,0,0,0,0
306.29,0,0,0,1,0
201.35,0,0,0,0,0
331.96,0,0,0,1,0
183.33,0,1,0,0,0
133.59,0,1,0,0,0
57.24,0,0,1,0,0
123.97,0,0,0,1,0
102.22,0,0,0,0,1
149.26,0,1,0,0,0
230.89,1,0,0,0,0
184.21,1,0,0,0,0
212.31,1,0,0,0,0
289.59,0,0,0,1,0
256.67,0,0,1,0,0
166.69,0,1,0,0,0
134.91,0,0,1,0,0
62.7,0,0,1,0,0
309.92,0,0,0,1,0
37.1,0,0,0,0,1
100.87,0,0,0,0,1
323.95,0,0,0,0,1
214.3,1,0,0,0,0
229.53,1,0,0,0,0
237.43,1,0,0,0,0
302.19,0,0,0,1,0
277.95,0,0,0,0,1
300.23,1,0,0,0,0
78.54,0,0,0,1,0
26.72,0,0,1,0,0
213.09,0,1,0,0,0
136.18,0,1,0,0,0
155.45,1,0,0,0,0
96.04,0,0,0,1,0
275.85,1,0,0,0,0
267.17,0,1,0,0,0
262.8,0,1,0,0,0
144.93,1,0,0,0,0
157.95,1,0,0,0,0
70.77,0,0,0,1,0
286.9,0,1,0,0,0
157.93,1,0,0,0,0
326.74,0,1,0,0,0
256.53,0,1,0,0,0
266.75,1,0,0,0,0
313.09,0,0,0,1,0
299.47,0,0,1,0,0
140.42,1,0,0,0,0
69.8,0,0,0,1,0
141.44,0,1,0,0,0
254.68,1,0,0,0,0
256.11,0,1,0,0,0
138.8,0,1,0,0,0
145.57,1,0,0,0,0
107.69,0,0,0,1,0
154.5,0,0,0,0,0
92.67,0,0,0,1,0
163.17,1,0,0,0,0
55.62,0,0,0,1,0
177.3,0,1,0,0,0
134.38,0,0,0,1,0
70.28,0,0,1,0,0
24.67,0,0,0,0,1
174.57,0,1,0,0,0
74.36,0,0,0,1,0
84.7,0,0,0,0,0
50.11,0,0,0,0,1
227.83,0,1,0,0,0
205.49,0,1,0,0,0
84.33,0,0,0,1,0
103.88,1,0,0,0,0
83.84,0,1,0,0,0
59.89,0,0,0,0,1
281.97,1,0,0,0,0
145.58,1,0,0,0,0
19.78,0,0,0,1,0
89.19,0,0,1,0,0
14.65,0,0,0,0,1
45.76,0,0,1,0,0
98.29,1,0,0,0,0
291.9,0,0,1,0,0
354.94,0,0,1,0,0
317.06,0,0,0,1,0
294.65,0,1,0,0,0
198.6,1,0,0,0,0
317.66,0,0,1,0,0
344.05,0,0,0,1,0
352.17,0,0,0,1,0
342.32,0,0,0,0,0
196.75,0,0,0,1,0
319.08,0,0,1,0,0
288.72,1,0,0,0,0
265.68,0,1,0,0,0
148.7,1,0,0,0,0
160.79,0,0,0,0,0
134.07,0,0,1,0,0
136.38,0,1,0,0,0
146.08,0,1,0,0,0
127.25,0,1,0,0,0
304.37,0,0,0,1,0
312.05,0,0,0,1,0
274.74,0,0,0,1,0
249.07,1,0,0,0,0
180.36,0,1,0,0,0
35.9,0,0,0,1,0
127.59,0,0,1,0,0
81.25,0,0,0,0,0
143.81,0,1,0,0,0
186.2,0,1,0,0,0
326.23,1,0,0,0,0
123.95,0,1,0,0,0
266.41,0,0,1,0,0
269.47,1,0,0,0,0
346.95,0,0,0,0,1
288.53,1,0,0,0,0
351.58,0,0,0,0,1
137.81,0,1,0,0,0
161.59,1,0,0,0,0
74.11,0,0,0,0,1
166.52,1,0,0,0,0
255.77,1,0,0,0,0
142.93,0,1,0,0,0
152.22,1,0,0,0,0
134.88,0,1,0,0,0
349.76,0,0,0,0,1
331.03,0,0,0,1,0
290.17,0,0,1,0,0
286.14,0,0,1,0,0
273.03,0,0,0,0,1
87.89,0,0,1,0,0
73.68,0,0,0,1,0
84.53,0,0,0,0,1
167.3,0,1,0,0,0
116.35,0,0,1,0,0
66.91,0,0,1,0,0
172.85,1,0,0,0,0
258.1,0,1,0,0,0
68.64,0,0,0,0,1
264.07,1,0,0,0,0
160.7,1,0,0,0,0
89.15,0,0,0,1,0
73.06,0,0,0,1,0
162.98,0,1,0,0,0
114.33,0,0,0,1,0
260.61,1,0,0,0,0
226.5,0,0,1,0,0
141.4,1,0,0,0,0
84.17,0,0,1,0,0
121.61,0,0,1,0,0
57.35,0,1,0,0,0
164.76,0,0,1,0,0
31.14,0,0,0,0,1
258.48,0,1,0,0,0
198.52,1,0,0,0,0
290.31,0,0,1,0,0
205.78,1,0,0,0,0
245.26,0,0,1,0,0
28.11,0,0,0,0,1
140.8,0,0,1,0,0
292.41,0,1,0,0,0
180.69,0,1,0,0,0
54.99,0,1,0,0,0
266.63,0,0,1,0,0
310.96,0,1,0,0,0
137.33,0,0,0,0,0
135.37,0,1,0,0,0
240.9,0,1,0,0,0
267.47,0,0,0,1,0
279.89,1,0,0,0,0
226.78,0,1,0,0,0
153.64,0,0,1,0,0
182.34,1,0,0,0,0
229.77,0,1,0,0,0
216.9,1,0,0,0,0
208.98,0,1,0,0,0
346.69,0,0,0,1,0
260.06,0,1,0,0,0
260.35,0,0,1,0,0
319.14,0,0,0,1,0
315.29,0,0,0,1,0
6.5,0,0,0,1,0
258.51,1,0,0,0,0
73.37,0,0,0,1,0
119.32,0,0,0,1,0
75.55,0,0,0,1,0
110.26,0,0,1,0,0
99.7,0,0,1,0,0
228.79,0,1,0,0,0
278.87,0,1,0,0,0
89.59,0,1,0,0,0
340.21,0,0,0,1,0
87.69,0,0,1,0,0
261.28,0,1,0,0,0
348.23,0,0,0,1,0
304.83,0,0,0,1,0
101.34,0,0,0,1,0
61.12,0,0,1,0,0
237.09,1,0,0,0,0
353.68,0,0,0,1,0
324.67,0,0,0,0,1
153.27,1,0,0,0,0
52.61,0,0,0,0,1
86.71,0,0,0,1,0
128.78,0,0,1,0,0
125.72,0,0,0,0,0
104.12,0,0,1,0,0
128.49,0,0,0,1,0
89.18,0,0,0,1,0
199.78,1,0,0,0,0
331.49,0,0,0,1,0
351.23,0,0,0,0,0
52.72,0,0,0,0,1
165.66,1,0,0,0,0
140.55,1,0,0,0,0
317.15,0,0,0,1,0
257.95,0,1,0,0,0
170.81,1,0,0,0,0
152.25,1,0,0,0,0
91.68,0,0,0,1,0
162.11,0,0,0,0,0
74.5,0,0,1,0,0
246.5,1,0,0,0,0
240.46,0,1,0,0,0
95.07,0,0,0,1,0
316.57,0,0,1,0,0
74.37,0,0,1,0,0
126.39,0,0,1,0,0
167.09,0,1,0,0,0
107.54,0,0,1,0,0
149.02,1,0,0,0,0
344.64,0,0,1,0,0
336.9,0,0,0,0,1
248.88,1,0,0,0,0
4.01,0,0,0,0,1
304.67,0,0,0,1,0
297.4,0,0,0,1,0
215.84,1,0,0,0,0
128.5,0,0,1,0,0
250.34,0,0,1,0,0
146.93,1,0,0,0,0
148.7,0,0,1,0,0
33.92,0,0,0,0,1
77.34,0,0,0,0,1
82.52,0,1,0,0,0
139.94,0,0,1,0,0
18.64,0,0,0,0,1
83.69,0,0,1,0,0
148.02,1,0,0,0,0
108.34,0,0,0,0,0
118.77,0,1,0,0,0
33.34,0,0,0,1,0
238.57,1,0,0,0,0
311.39,0,0,1,0,0
123.15,0,1,0,0,0
25.74,0,0,0,1,0
43.47,0,0,0,1,0
265.36,1,0,0,0,0
308.01,0,0,1,0,0
322.7,0,0,0,1,0
321.21,0,0,0,0,1
249.23,0,1,0,0,0
79.38,0,1,0,0,0
101.27,0,0,1,0,0
312.98,0,0,1,0,0
278.68,0,0,1,0,0
268.61,0,1,0,0,0
336.87,0,0,0,1,0
271.18,0,0,0,1,0
319.91,0,0,0,0,1
222.37,0,0,0,1,0
307.18,0,1,0,0,0
98.64,0,1,0,0,0
88.11,0,0,1,0,0
332.86,0,0,1,0,0
239.07,0,1,0,0,0
68.39,0,0,0,1,0
328.36,0,0,0,1,0
336.43,0,1,0,0,0
303.08,0,0,1,0,0
20.58,0,0,0,0,1
104.84,0,1,0,0,0
349.64,0,0,0,0,1
324.16,0,0,0,0,1
248.89,0,0,1,0,0
313.54,0,0,0,1,0
316.05,0,0,0,1,0
327.47,0,0,0,1,0
214.72,0,1,0,0,0
307.73,0,0,0,1,0
127.61,0,0,1,0,0
196.24,1,0,0,0,0
121.74,0,0,1,0,0
94.1,1,0,0,0,0
330.17,0,0,0,1,0
236.93,0,1,0,0,0
262.13,0,1,0,0,0
315.1,0,0,0,1,0
19.91,0,0,0,0,1
338.35,0,0,0,0,0
328.28,0,0,0,0,1
16.02,0,0,0,0,1
92.79,0,0,0,1,0
188.33,0,0,0,0,0
22.43,0,0,0,1,0
228.89,1,0,0,0,0
275.59,0,0,1,0,0
91.78,0,1,0,0,0
96.94,0,0,0,1,0
80.58,0,0,0,0,1
50.71,0,1,0,0,0
36.84,0,0,0,0,1
139.16,0,1,0,0,0
350.57,0,0,1,0,0
110.07,0,0,0,1,0
100.65,0,0,1,0,0
52.82,0,0,0,0,1
305.44,0,0,0,1,0
342.96,0,0,0,0,1
168.88,1,0,0,0,0
250.22,1,0,0,0,0
295.87,1,0,0,0,0
322.69,0,0,0,0,1
79.07,0,1,0,0,0
118.41,1,0,0,0,0
42.09,0,0,0,0,0
50.7,0,0,0,0,1
81.06,1,0,0,0,0
205.88,0,1,0,0,0
18.15,0,0,1,0,0
237.91,0,1,0,0,0
316.25,0,0,1,0,0
303.89,0,1,0,0,0
113.61,1,0,0,0,0
358.2,0,0,0,0,1
357.01,0,0,0,1,0
269.4,0,0,1,0,0
100.6,0,0,1,0,0
130.91,1,0,0,0,0
303.07,0,0,1,0,0
314.39,0,0,0,0,1
266.49,0,0,0,1,0
354.49,0,0,1,0,0
218.39,0,1,0,0,0
341.55,0,0,0,0,1
278.67,0,0,1,0,0
274.53,0,0,0,0,1
272.75,0,0,0,1,0
2.46,0,0,0,0,1
3.0,0,0,0,0,1
64.31,0,0,0,1,0
149.83,1,0,0,0,0
54.46,0,0,0,0,1
163.84,1,0,0,0,0
95.72,1,0,0,0,0
168.27,1,0,0,0,0
125.45,0,1,0,0,0
253.82,1,0,0,0,0
199.97,1,0,0,0,0
242.87,0,1,0,0,0
136.08,0,1,0,0,0
85.37,0,0,0,1,0
96.66,0,1,0,0,0
339.67,0,0,1,0,0
327.71,0,0,0,1,0
329.34,0,0,0,1,0
162.17,1,0,0,0,0
95.54,0,0,0,1,0
225.85,1,0,0,0,0
301.97,1,0,0,0,0
27.16,0,0,0,1,0
172.26,0,1,0,0,0
97.71,0,0,0,1,0
230.91,1,0,0,0,0
341.1,0,0,0,0,1
141.01,0,1,0,0,0
56.78,0,0,0,1,0
146.47,0,1,0,0,0
132.14,0,1,0,0,0
197.97,0,0,1,0,0
240.56,1,0,0,0,0
350.22,0,0,1,0,0
130.61,0,1,0,0,0
344.96,0,0,1,0,0
256.39,0,1,0,0,0
320.87,0,0,0,1,0
326.68,0,0,0,0,1
310.86,0,0,0,0,0
111.27,0,0,1,0,0
311.63,0,0,0,1,0
134.15,0,1,0,0,0
112.32,1,0,0,0,0
50.07,0,0,1,0,0
276.42,1,0,0,0,0
277.22,1,0,0,0,0
326.3,0,1,0,0,0
286.14,1,0,0,0,0
257.49,0,1,0,0,0
342.31,0,0,0,0,1
252.11,0,1,0,0,0
221.89,1,0,0,0,0
159.98,1,0,0,0,0
53.69,0,0,0,0,1
113.49,0,0,1,0,0
324.81,0,0,0,1,0
321.69,0,0,0,1,0
317.49,0,0,0,1,0
262.59,0,0,1,0,0
288.88,0,1,0,0,0
319.34,0,0,0,0,0
187.93,1,0,0,0,0
21.29,0,0,1,0,0
149.73,0,1,0,0,0
196.45,1,0,0,0,0
21.66,0,0,1,0,0
118.27,0,1,0,0,0
245.15,0,1,0,0,0
260.75,0,1,0,0,0
44.63,0,0,0,1,0
37.8,0,0,1,0,0
109.83,0,0,1,0,0
122.19,0,0,1,0,0
67.13,0,1,0,0,0
350.91,0,0,0,0,1
256.22,0,0,0,1,0
304.05,0,0,0,1,0
129.59,0,1,0,0,0
304.78,0,0,1,0,0
203.86,0,1,0,0,0
302.57,0,0,0,1,0
98.92,0,1,0,0,0
107.2,0,1,0,0,0
113.8,1,0,0,0,0
79.22,0,1,0,0,0
80.05,0,0,0,1,0
135.81,1,0,0,0,0
63.53,0,0,1,0,0
286.97,0,1,0,0,0
350.53,0,0,0,1,0
234.53,0,1,0,0,0
304.62,0,0,0,1,0
77.35,0,0,0,1,0
138.52,0,1,0,0,0
29.7,0,0,0,0,1
106.28,0,0,1,0,0
66.21,0,0,0,0,0
204.05,1,0,0,0,0
241.92,1,0,0,0,0
157.63,1,0,0,0,0
130.11,1,0,0,0,0
56.57,0,0,1,0,0
155.81,0,1,0,0,0
146.57,1,0,0,0,0
308.94,0,0,0,1,0
151.01,0,0,1,0,0
87.6,0,0,1,0,0
107.06,0,0,0,1,0
114.58,0,0,1,0,0
129.47,0,1,0,0,0
44.95,0,0,0,1,0
177.11,0,0,1,0,0
115.92,0,1,0,0,0
135.91,1,0,0,0,0
333.58,0,0,0,0,1
265.6,0,0,1,0,0
226.7,0,1,0,0,0
284.45,0,0,0,1,0
262.11,0,1,0,0,0
249.57,0,0,1,0,0
89.73,0,0,1,0,0
21.5,0,1,0,0,0
7.29,0,1,0,0,0
136.74,0,0,0,0,0
347.86,0,0,1,0,0
6.12,0,0,0,0,0
312.01,0,0,1,0,0
330.08,0,0,0,0,1
94.92,1,0,0,0,0
265.9,0,1,0,0,0
211.54,0,1,0,0,0
225.72,1,0,0,0,0
128.45,0,0,1,0,0
58.05,0,0,0,1,0
66.58,0,1,0,0,0
77.25,0,0,0,1,0
266.9,0,0,1,0,0
268.82,1,0,0,0,0
0.17,0,0,1,0,0
149.96,0,1,0,0,0
160.95,0,1,0,0,0
157.65,0,0,1,0,0
20.84,0,0,1,0,0
249.8,0,1,0,0,0
154.97,0,0,1,0,0
135.49,0,0,1,0,0
307.32,0,0,0,0,1
304.5,0,1,0,0,0
270.88,1,0,0,0,0
289.11,0,0,1,0,0
324.89,0,0,0,1,0
82.42,0,0,1,0,0
140.04,0,1,0,0,0
54.25,0,0,0,0,1
163.8,0,0,0,1,0
199.3,1,0,0,0,0
227.16,0,0,1,0,0
250.34,1,0,0,0,0
125.45,0,0,1,0,0
148.89,0,1,0,0,0
216.24,0,1,0,0,0
246.85,0,1,0,0,0
219.07,0,1,0,0,0
352.18,0,0,1,0,0
291.2,0,0,1,0,0
317.59,0,0,0,0,1
29.71,0,1,0,0,0
107.9,0,0,1,0,0
138.9,1,0,0,0,0
59.96,0,0,0,1,0
37.86,0,0,0,0,1
309.7,0,1,0,0,0
118.05,1,0,0,0,0
92.11,0,1,0,0,0
32.89,0,0,0,1,0
344.52,0,0,1,0,0
135.52,0,1,0,0,0
263.75,1,0,0,0,0
249.6,0,1,0,0,0
94.47,0,1,0,0,0
125.0,0,1,0,0,0
206.64,1,0,0,0,0
254.11,0,0,0,0,0
288.55,0,0,0,0,1
107.92,0,1,0,0,0
150.92,0,1,0,0,0
142.49,0,0,1,0,0
78.88,0,0,1,0,0
38.88,0,0,0,0,0
243.24,1,0,0,0,0
349.94,0,0,0,1,0
346.91,0,1,0,0,0
55.23,0,0,0,1,0
124.14,1,0,0,0,0
114.97,1,0,0,0,0
6.35,0,0,0,0,1
307.05,0,0,0,1,0
310.38,0,0,1,0,0
287.59,0,0,1,0,0
349.44,0,0,0,0,1
319.41,0,0,1,0,0
75.33,0,0,1,0,0
301.1,0,0,0,0,0
266.63,0,0,0,1,0
221.65,1,0,0,0,0
258.96,1,0,0,0,0
100.08,0,0,0,0,0
242.03,0,1,0,0,0
297.86,0,0,1,0,0
142.3,0,1,0,0,0
321.72,0,0,0,1,0
215.42,1,0,0,0,0
27.77,0,0,0,0,1
52.36,0,0,1,0,0
62.73,0,0,1,0,0
69.92,0,0,1,0,0
144.84,0,1,0,0,0
213.99,0,0,1,0,0
307.28,0,0,0,0,1
341.47,0,0,0,0,1
155.54,0,0,0,1,0
91.46,0,0,0,1,0
119.47,0,0,0,0,1
228.78,1,0,0,0,0
172.0,1,0,0,0,0
61.18,0,0,0,0,1
352.76,0,0,1,0,0
309.52,0,0,0,0,1
250.86,0,0,1,0,0
254.07,0,1,0,0,0
35.21,0,1,0,0,0
61.56,0,0,0,1,0
194.06,0,0,1,0,0
235.59,1,0,0,0,0
229.0,1,0,0,0,0
299.81,0,1,0,0,0
32.28,0,0,0,0,0
62.55,0,0,0,0,1
60.26,0,0,0,1,0
155.04,0,1,0,0,0
231.21,0,1,0,0,0
172.14,1,0,0,0,0
222.84,1,0,0,0,0
53.04,0,0,0,0,1
231.52,1,0,0,0,0
9.02,0,0,0,1,0
344.57,0,0,0,1,0
90.59,0,0,0,1,0
53.83,0,0,0,0,1
137.54,0,1,0,0,0
164.47,0,1,0,0,0
266.46,0,1,0,0,0
302.85,0,0,1,0,0
283.34,0,1,0,0,0
239.28,0,0,1,0,0
69.35,0,0,0,1,0
271.82,0,1,0,0,0
145.86,1,0,0,0,0
92.91,0,0,0,1,0
240.44,1,0,0,0,0
325.24,0,0,0,1,0
76.25,0,0,0,0,0
156.43,1,0,0,0,0
302.94,0,0,0,1,0
239.85,0,0,0,0,0
114.67,0,1,0,0,0
109.08,1,0,0,0,0
193.5,0,0,0,0,0
345.72,0,0,0,0,1
293.9,0,0,0,0,0
124.07,0,1,0,0,0
120.39,0,1,0,0,0
302.7,0,0,1,0,0
277.69,0,0,1,0,0
271.85,0,0,0,1,0
2.71,0,0,0,1,0
125.88,1,0,0,0,0
332.67,0,0,0,0,1
178.5,0,0,0,0,0
302.86,0,0,0,1,0
262.76,0,0,1,0,0
92.98,0,0,0,1,0
88.6,0,0,1,0,0
138.71,0,0,1,0,0
144.11,0,1,0,0,0
259.24,0,0,1,0,0
108.79,0,1,0,0,0
147.17,1,0,0,0,0
171.16,1,0,0,0,0
126.45,0,0,0,1,0
71.38,0,0,0,0,0
148.31,0,1,0,0,0
251.3,0,1,0,0,0
310.9,0,0,0,1,0
249.51,1,0,0,0,0
233.29,1,0,0,0,0
151.4,0,1,0,0,0
327.34,0,0,0,1,0
283.58,0,0,0,1,0
274.22,0,0,1,0,0
309.63,0,0,0,1,0
348.23,0,0,0,0,1
342.96,0,0,0,0,1
257.11,1,0,0,0,0
167.9,0,1,0,0,0
42.97,0,0,0,1,0
76.41,0,0,0,1,0
173.64,1,0,0,0,0
278.06,1,0,0,0,0
309.68,0,0,1,0,0
290.87,0,1,0,0,0
238.88,0,1,0,0,0
319.78,0,0,0,1,0
164.03,0,0,0,1,0
120.2,0,0,0,0,0
147.03,1,0,0,0,0
97.06,0,1,0,0,0
4.3,0,0,0,1,0
118.33,0,0,0,1,0
241.28,1,0,0,0,0
211.24,1,0,0,0,0
121.73,1,0,0,0,0
143.46,1,0,0,0,0
5.2,0,0,0,0,1
100.36,0,1,0,0,0
347.71,0,0,0,1,0
199.84,0,0,1,0,0
282.12,0,1,0,0,0
217.15,0,1,0,0,0
124.1,1,0,0,0,0
58.13,0,0,0,1,0
338.4,0,0,0,1,0
311.51,0,0,0,0,1
130.91,1,0,0,0,0
67.85,0,0,0,0,0
134.59,0,0,0,0,0
312.0,0,0,0,0,0
347.94,0,0,0,1,0
248.93,1,0,0,0,0
60.94,0,0,0,0,1
135.34,1,0,0,0,0
40.32,0,0,0,1,0
207.38,0,0,1,0,0
309.19,0,0,0,0,1
299.85,0,0,0,1,0
294.1,0,1,0,0,0
118.1,0,1,0,0,0
306.49,0,0,1,0,0
269.74,0,1,0,0,0
224.28,1,0,0,0,0
257.75,1,0,0,0,0
132.48,0,1,0,0,0
72.43,0,0,1,0,0
103.46,0,0,1,0,0
31.35,0,1,0,0,0
146.97,1,0,0,0,0
328.21,0,0,0,1,0
184.52,0,0,0,0,0
46.23,0,0,1,0,0
59.26,0,0,1,0,0
104.77,1,0,0,0,0
145.47,1,0,0,0,0
183.48,0,1,0,0,0
186.72,1,0,0,0,0
348.98,0,1,0,0,0
65.24,0,0,1,0,0
111.34,0,0,1,0,0
38.82,0,0,0,1,0
34.42,0,1,0,0,0
342.13,0,0,0,1,0
329.81,0,0,0,1,0
333.06,0,0,0,0,0
10.94,0,0,0,1,0
327.83,0,1,0,0,0
222.73,0,1,0,0,0
151.11,1,0,0,0,0
135.63,1,0,0,0,0
288.67,0,0,1,0,0
94.93,0,1,0,0,0
95.51,0,0,1,0,0
348.32,0,0,0,0,1
169.13,1,0,0,0,0
236.33,1,0,0,0,0
337.01,0,0,0,1,0
240.36,0,0,1,0,0
3.23,0,0,0,1,0
316.85,0,0,1,0,0
91.23,0,1,0,0,0
87.05,0,0,0,0,1
85.59,0,0,0,0,1
217.98,0,1,0,0,0
227.61,1,0,0,0,0
318.21,0,0,0,1,0
78.95,0,0,0,0,1
72.04,0,0,0,0,1
53.34,0,0,0,1,0
45.08,0,0,0,0,1
39.05,0,0,0,0,1
163.37,0,0,0,0,0
305.34,0,0,1,0,0
310.29,0,0,1,0,0
268.7,1,0,0,0,0
288.56,1,0,0,0,0
170.03,1,0,0,0,0
239.55,1,0,0,0,0
224.91,0,1,0,0,0
230.67,0,1,0,0,0
257.26,0,0,0,0,0
237.43,0,0,0,0,0
156.97,1,0,0,0,0
118.65,1,0,0,0,0
161.81,1,0,0,0,0
46.63,0,0,0,0,1
340.8,0,0,0,0,0
348.82,0,0,0,1,0
50.06,0,0,1,0,0
86.75,0,1,0,0,0
47.88,0,0,0,1,0
0.16,0,0,0,1,0
321.02,0,0,0,0,1
241.22,0,1,0,0,0
280.94,0,1,0,0,0
272.23,0,0,0,1,0
105.57,0,0,0,1,0
94.59,0,0,0,1,0
259.97,0,0,1,0,0
330.97,0,0,0,0,1
279.75,0,0,0,1,0
260.33,0,0,1,0,0
96.07,0,1,0,0,0
83.87,0,0,0,1,0
145.67,0,1,0,0,0
40.71,0,0,0,0,1
282.36,0,0,1,0,0
156.19,1,0,0,0,0
337.53,0,0,0,0,1
336.37,0,0,1,0,0
267.88,0,0,0,0,0
255.2,0,0,1,0,0
330.1,0,0,1,0,0
295.74,0,1,0,0,0
72.38,0,0,1,0,0
85.15,0,0,0,0,1
281.19,0,0,0,1,0
260.94,0,1,0,0,0
257.78,1,0,0,0,0
100.84,0,0,1,0,0
90.49,0,0,0,1,0
